id	article	journal	year
21546	Large-Signal Modeling and Steady-State Analysis of a 1.5-kW Three-Phase/Switch/Level (Vienna) Rectifier With Experimental Validation.		2008
21547	Model-Based Real-Time Dynamic Power Factor Measurement in AC Resistance Spot Welding With an Embedded ANN.		2007
21548	Voltage Support Provided by a Droop-Controlled Multifunctional Inverter.		2009
21549	Energy-Management Strategy for Embedded Fuel-Cell Systems Using Fuzzy Logic.		2007
21550	A Step-Up DC-DC Converter With a Resonant Voltage Doubler.		2007
21551	A Complete Harmonic Elimination Approach to DC Link Voltage Balancing for a Cascaded Multilevel Rectifier.		2007
21552	Yarn-Mass Measurement With 1-mm-Length Samples.		2007
21553	Dynamic Behavior Modeling and Verification of Advanced Electrical-Generator Set Concept.		2009
21554	Dynamic Modeling and Control of a Grid-Connected Hybrid Generation System With Versatile Power Transfer.		2008
21555	Passband Control of Lightly Damped Systems With Mode Separation.		2008
21556	A Space Vector PWM Scheme for Multilevel Inverters Based on Two-Level Space Vector PWM.		2006
21557	Observer-Based Ripple Force Compensation for Linear Hybrid Stepping Motor Drives.		2007
21558	Model Predictive Direct Torque Control - Part II: Implementation and Experimental Evaluation.		2009
21559	Performance comparison of capacitor-run induction motors supplied from AC voltage regulator and SPWM AC chopper.		2006
21560			2009
21561	Design of a maximum power tracking system for wind-energy-conversion applications.		2006
21562	Development of a Unified Design, Test, and Research Platform for Wind Energy Systems Based on Hardware-in-the-Loop Real-Time Simulation.		2006
21563	Flip-Chip Distributed MEMS Transmission Lines (DMTLs) for Biosensing Applications.		2009
21564	Speed-Sensorless AC Drives With the Rotor Time Constant Parameter Update.		2007
21565	Predictive Digital-Controlled Converter With Peak Current-Mode Control and Leading-Edge Modulation.		2009
21566	Mechanical sensorless speed control of permanent-magnet AC motors driving an unknown load.		2006
21567	Reducing the Parasitic Capacitance Effect in LCD Panel for Backlight Module Based on Primary-Side Control and DPLL Technique.		2009
21568	Sensorless Indirect-Rotor-Field-Orientation Speed Control of a Permanent-Magnet Synchronous Motor With Stator-Resistance Estimation.		2007
21569	Neural-Network Application for Mechanical Variables Estimation of a Two-Mass Drive System.		2007
21570	A Multicell Linear Power Amplifier for Driving Piezoelectric Loads.		2008
21571	Architectural-Level Power Optimization of Microcontroller Cores in Embedded Systems.		2007
21572	Implementation of a Voltage Multiplier Integrated HID Ballast Circuit With Dimming Control for Automotive Application.		2009
21573	Throttle-control algorithm for improving engine response based on air-intake model and throttle-response model.		2006
21574	Motor Fault Detection Using a Rogowski Sensor Without an Integrator.		2009
21575	Effectiveness of Saliency-Based Methods in Optimization of Neural State Estimators of the Drive System With Elastic Couplings.		2009
21576	Energy-management system for a hybrid electric vehicle, using ultracapacitors and neural networks.		2006
21577	Current-Source Converter and Cycloconverter Topologies for Industrial Medium-Voltage Drives.		2008
21578	Absolute Stabilization of Multimass Resonant System by Phase-Lead Compensator Based on Disturbance Observer.		2007
21579	Digital Control of Single-Inductor Multiple-Output Step-Down DC-DC Converters in CCM.		2008
21580	Submicrometer Comb-Drive Actuators Fabricated on Thin Single Crystalline Silicon Layer.		2009
21581	Encoderless Predictive Direct Torque Control for Synchronous Reluctance Machines at Very Low and Zero Speed.		2008
21582	Convection Heat Transfer and Flow Calculations Suitable for Electric Machines Thermal Models.		2008
21583	Long-Lifetime Power Inverter for Photovoltaic AC Modules.		2008
21584	Comparative Study of VLSI Solutions to Independent Component Analysis.		2007
21585	Sliding-Mode Neuro-Controller for Uncertain Systems.		2007
21586	Improved Hybrid Particle Swarm Optimized Wavelet Neural Network for Modeling the Development of Fluid Dispensing for Electronic Packaging.		2008
21587	Performance Analysis of Centrifugal Pumps Subjected to Voltage Variation and Unbalance.		2008
21588	Real-Time Implementation of a Discrete Nonlinearity Compensating Multiloops Control Technique for a 1.5-kW Three-Phase/Switch/Level Vienna Converter.		2008
21589	A Four-Phase Forward Converter Using an Integrated Transformer.		2008
21590	Robust LQR Control for PWM Converters: An LMI Approach.		2009
21591	Online Failure Prediction of the Electrolytic Capacitor for LC Filter of Switching-Mode Power Converters.		2008
21592	Dual-Buck Full-Bridge Inverter With Hysteresis Current Control.		2009
21593	Optimal Regulation of Electric Drives With Constant Load Torque.		2006
21594	Vector Control of Front-End Converters for Variable-Speed Wind-Diesel Systems.		2006
21595	Genetic Optimization of Fuzzy Polynomial Neural Networks.		2007
21596	Digital Repetitive Control of a Three-Phase Four-Wire Shunt Active Filter.		2007
21597	Internet-Based Teleoperation of an Intelligent Robot With Optimal Two-Layer Fuzzy Controller.		2006
21598	Analysis of Parallel-Connected Asymmetrical Soft-Switching Converter.		2007
21599	A Comparative Study of Sliding-Mode Control Schemes for Quantum Series Resonant Inverters.		2009
21600	VLSI Design and Application of a High-Voltage-Compatible SoC-ASIC in Bipolar CMOS/DMOS Technology for AC-DC Rectifiers.		2007
21601	Rejection of Limit Cycles Induced From Disturbance Observers in Motion Control.		2006
21602	Short-Circuit Detection by Means of Empirical Mode Decomposition and Wigner-Ville Distribution for PMSM Running Under Dynamic Condition.		2009
21603	Force Servoing by Flexible Manipulator Based on Resonance Ratio Control.		2007
21604	Multimodal Approach to Human-Face Detection and Tracking.		2008
21605	A Novel Control Method for Piezoelectric-Transformer Based Power Supplies Assuring Zero-Voltage-Switching Operation.		2008
21606	A Sensorless Rotor Temperature Estimator for Induction Machines Based on a Current Harmonic Spectral Estimation Scheme.		2008
21607	A Predictive Control Scheme for Current-Source Rectifiers.		2009
21608	On Some Nonlinear Current Controllers for Three-Phase Boost Rectifiers.		2009
21609	Online Identification of Stator Transient Inductance in Rotor-Flux-Oriented Induction Motor Drive.		2007
21610	DC Bus Compensation for a Sinusoidal Voltage-Source Inverter With Wave-Shaping Control.		2008
21611	A Pulsewidth Modulated Control of Induction Motor Drive Using Multilevel 12-Sided Polygonal Voltage Space Vectors.		2009
21612	A DSP-Based Remote Control Laboratory.		2007
21613	Robust Sliding-Mode Control for Uncertain Time-Delay Systems Based on Delta Operator.		2009
21614	Active Damping in DC/DC Power Electronic Converters: A Novel Method to Overcome the Problems of Constant Power Loads.		2009
21615	Bearing Fault Detection Via Stator Current Noise Cancellation and Statistical Control.		2008
21616	Neural Network Applications in Power Electronics and Motor Drives - An Introduction and Perspective.		2007
21617	Strobe Imaging System for Digital Image-Based Elasto-Tomography Breast Cancer Screening.		2009
21618	Sliding-Mode Monitoring and Control of Linear Drives.		2009
21619	A High-Resolution Frequency Estimation Method for Three-Phase Induction Machine Fault Detection.		2007
21620	Three-Phase Low-Frequency Commutation Inverter for Renewable Energy Systems.		2006
21621	A Flexible Selective Harmonic Mitigation Technique to Meet Grid Codes in Three-Level PWM Converters.		2007
21622	Control Design of a Three-Phase Matrix-Converter-Based AC-AC Mobile Utility Power Supply.		2008
21623	Orthogonal Winding Structures and Design for Planar Integrated Magnetics.		2008
21624	New Power Factor Correction AC-DC Converter With Reduced Storage Capacitor Voltage.		2007
21625	Online Parameter Tuning Technique for Predictive Current-Mode Control Operating in Boundary Conduction Mode.		2009
21626	Flexible Controller Design of Bilateral Grasping Systems Based on a Multilateral Control Scheme.		2009
21627	Analysis and Application of Particular Current Signatures (Symptoms) for Cage Monitoring in Nonsinusoidally Fed Motors With High Rejection to Drive Load, Inertia, and Frequency Variations.		2008
21628	Recurrent Functional-Link-Based Fuzzy-Neural-Network-Controlled Induction-Generator System Using Improved Particle Swarm Optimization.		2009
21629	An Analysis of Parameter Variations of Disturbance Observer for Motion Control.		2007
21630	"Comments on ""Unified Analysis of Switched-Capacitor Resonant Converters""."		2007
21631	Improved Cooling in the End Region of a Strip-Wound Totally Enclosed Fan-Cooled Induction Electric Machine.		2008
21632	Individual Voltage Balancing Strategy for PWM Cascaded H-Bridge Converter-Based STATCOM.		2008
21633	Design of Piezoelectric Transformers for Power Converters by Means of Analytical and Numerical Methods.		2008
21634	A Newly Designed Instantaneous-Torque Control of Direct-Drive PMSM Servo Actuator With Improved Torque Estimation and Control Characteristics.		2007
21635	Indirect Adaptive Control of Induction Motor Drive System With an Elastic Coupling.		2009
21636	A Three-Phase UPS That Complies With the Standard IEC 62040-3.		2007
21637	Digital Sliding-Mode Observer Implementation Using FPGA.		2007
21638	Worst Case Communication Delay of Real-Time Industrial Switched Ethernet With Multiple Levels.		2006
21639	Underactuated Robot Control: Comparing LQR, Subspace Stabilization, and Combined Error Metric Approaches.		2008
21640	Cork Parquet Quality Control Vision System Based on Texture Segmentation and Fuzzy Grammar.		2009
21641	Modeling and Control of a Zero-Current-Switching DC/AC Current-Source Inverter.		2007
21642	Second-Order SM Approach to SISO Time-Delay System Output Tracking.		2009
21643	Ride Through of Wind Turbines With Doubly Fed Induction Generator Under Symmetrical Voltage Dips.		2009
21644	Design and Implementation of a Magnetically Levitated Single-Axis Controlled Axial Blood Pump.		2009
21645	Diagnosis by parameter estimation of stator and rotor faults occurring in induction machines.		2006
21646	Analysis of Flux Density Bias and Digital Suppression Strategy for Single-Stage Power Factor Corrector Converter.		2008
21647	A CLL Resonant Asymmetrical Pulsewidth-Modulated Converter With Improved Efficiency.		2008
21648	Control of an AC Dynamometer for Dynamic Emulation of Mechanical Loads With Stiff and Flexible Shafts.		2006
21649	Single-Switch Quasi-Resonant Converter.		2009
21650	Sensitivity Study of the Dynamics of Three-Phase Photovoltaic Inverters With an LCL Grid Filter.		2009
21651	Reduced Switching-Frequency-Modulation Algorithm for High-Power Multilevel Inverters.		2007
21652	Reduced Switching-Frequency Active Harmonic Elimination for Multilevel Converters.		2008
21653	Generalized PWM-VSI Control Algorithm Based on a Universal Duty-Cycle Expression: Theoretical Analysis, Simulation Results, and Experimental Validations.		2007
21654	A Predictive Control With Flying Capacitor Balancing of a Multicell Active Power Filter.		2008
21655	A Survey on Testing and Monitoring Methods for Stator Insulation Systems of Low-Voltage Induction Machines Focusing on Turn Insulation Problems.		2008
21656	Wireless RF Identification System Based on SAW.		2008
21657	Design, Analytical Modeling, and Simulation of Wire-Free Walking Scratch-Drive Microrobot.		2009
21658	An Integrated Structure for a Virtual Networking Laboratory.		2008
21659	Switching Flow-Graph Modeling Technique for Three-Phase Inverters.		2008
21660	An Airborne Radar Power Supply With Contactless Transfer of Energy - Part II: Converter Design.		2007
21661	Practical Rules for Assessment of Inverter-Induced Bearing Currents in Inverter-Fed AC Motors up to 500 kW.		2007
21662	On Attaining the Multiple Solutions of Selective Harmonic Elimination PWM Three-Level Waveforms Through Function Minimization.		2008
21663	Fully Integrated FPGA-Based Controller for Synchronous Motor Drive.		2009
21664	Sensorless Control of Doubly-Fed Induction Generators Using a Rotor-Current-Based MRAS Observer.		2008
21665	Design and Implementation of a High-Performance PMLSM Drives Using DSP Chip.		2008
21666	Diagnosis of Induction Machines' Rotor Faults in Time-Varying Conditions.		2009
